jMRUI Data Textfile

Filename: dataset9_nWS.txt

PointsInDataset: 2048      
DatasetsInFile: 1         
SamplingInterval: 2.5E-1    
ZeroOrderPhase: 0E0       
BeginTime: 0E0       
TransmitterFrequency: 1.2322E8  
MagneticField: 2.9E0     
TypeOfNucleus: 0E0       
NameOfPatient: dataset9_nWS
DateOfExperiment: 
Spectrometer: 
AdditionalInfo: dataset9_nWS
SignalNames: dataset9_nWS.txt;


Signal and FFT
sig(real)	sig(imag)	fft(real)	fft(imag)
Signal 1 out of 1 in file
48737.0240000	20.8368690
48518.9830000	16.1447030
48293.7590000	-12.1851720
48070.9390000	-9.0276153
47835.0470000	16.5917950
47586.9660000	-22.2246460
47385.8310000	-5.1907378
47155.5780000	9.3485812
46934.8820000	-5.1007725
46727.8680000	9.2919555
46478.0590000	-17.1665480
46258.3510000	-23.1601040
46086.0580000	15.7582510
45856.0580000	-6.3566637
45617.9320000	10.9974390
45417.5460000	-14.2474200
45191.4870000	-18.7276280
44977.6870000	0.4102675
44785.0630000	16.2802030
44584.1950000	-0.1946185
44358.0670000	9.3079591
44145.0180000	7.7553609
43961.0430000	-18.9095630
43739.8120000	0.8595699
43526.0650000	-11.8446650
43324.2640000	8.8867079
43121.5680000	22.2027610
42898.5650000	4.8441265
42717.2380000	-21.3228280
42531.0340000	-23.1235000
42338.1940000	7.3617621
42109.9910000	-3.0386837
41909.6270000	-7.1403847
41724.4880000	13.2289170
41521.3280000	8.2388528
41328.0870000	-9.4161938
41160.2900000	9.7984107
40933.7160000	1.9031847
40735.0540000	7.0845943
40550.0500000	8.7201899
40354.9230000	21.7739390
40197.3680000	-10.1965370
40004.2510000	3.3581724
39794.8770000	10.5545470
39598.1630000	-21.8715320
39442.1500000	-12.4612790
39261.5120000	-21.1160860
39047.5500000	-16.1028570
38874.1560000	7.1144545
38691.7360000	-12.9793580
38518.6670000	-17.2312320
38338.7220000	6.3495826
38169.3840000	12.3085860
37975.4030000	-14.6595050
37795.0000000	-0.8141858
37628.9560000	-16.7843970
37438.1790000	-14.9264190
37276.3380000	12.0212930
37096.6870000	-5.7504011
36915.9700000	-14.2060240
36749.1190000	20.4680680
36571.1570000	-14.8746960
36413.0450000	-7.3772351
36244.5850000	17.0268400
36061.6440000	17.8731780
35863.8480000	-18.7338380
35719.7840000	14.5745110
35534.2320000	8.5451653
35389.4140000	22.3482770
35199.9640000	-2.8137095
35024.3660000	-16.7673140
34878.1110000	15.9801280
34721.6300000	3.3874958
34548.1370000	16.9466830
34381.5250000	-3.3222003
34230.8440000	9.8286262
34059.8540000	-19.5689310
33899.8130000	-8.5133827
33759.3420000	-16.3527590
33609.7450000	13.6110410
33413.4130000	-12.0355110
33290.1800000	-4.7163766
33109.0790000	21.0893920
32947.9960000	-4.2673216
32786.8670000	0.3542558
32660.3670000	14.9766840
32510.2020000	-13.6736230
32332.6600000	11.3444670
32219.4630000	16.2184480
32024.0330000	-12.0070480
31877.0340000	20.6120390
31765.2000000	11.5692330
31595.3880000	-9.8281770
31432.6000000	-19.3157650
31278.2100000	17.3753860
31170.4760000	-1.9204430
31010.9510000	5.7711161
30866.4770000	-6.3935180
30698.6250000	-21.6681510
30579.0490000	-16.3729920
30412.2560000	8.1122415
30298.0120000	-12.4317320
30162.5850000	-9.7204486
30015.1140000	-6.7157464
29853.9620000	18.1790070
29721.5570000	-2.8851339
29563.7740000	8.3641642
29458.9110000	-14.7654930
29282.4550000	-4.1264712
29183.7760000	16.9110900
29006.7960000	-13.2604050
28901.8440000	4.0915083
28752.4090000	-13.6647010
28622.2320000	23.1992070
28498.7610000	12.7791120
28364.4850000	-1.7778376
28195.7310000	-20.1906960
28068.1750000	17.8388950
27956.5130000	11.9531640
27815.6350000	5.7255599
27685.7980000	-5.3047023
27577.5410000	22.5466910
27408.9720000	10.8444820
